,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Country
371,Maceió,-9.67,-35.74,78.8,69,75,14.99,1599832815,BR
372,Gumdag,39.21,54.59,87.94,27,0,10.2,1599832984,TM
373,Karratha,-20.74,116.85,79.57,39,0,9.24,1599832984,AU
374,Portland,45.52,-122.68,54.25,87,90,2.26,1599832985,US
375,Ingham,42.6,-84.38,54.82,87,1,5.82,1599832985,US
376,Myre,69.1,15.95,44.11,93,75,9.17,1599832986,NO
377,Shelburne,44.08,-80.2,54.21,66,90,5.82,1599832986,CA
378,Dunedin,-45.87,170.5,42.46,76,0,8.01,1599832984,NZ
379,Gawler,-34.6,138.73,62.65,61,82,0.78,1599832986,AU
380,Iaciara,-14.1,-46.63,97.97,14,0,3.18,1599832986,BR
381,Pucallpa,-8.38,-74.55,88.21,50,11,3.15,1599832990,PE
382,Ubari,26.59,12.78,104.16,9,49,6.44,1599832990,LY
383,Norman Wells,65.28,-126.83,39.2,100,90,3.36,1599832990,CA
384,Balakovo,52.03,47.8,68.36,38,0,11.54,1599832991,RU
385,Tommot,58.96,126.29,51.37,92,99,2.53,1599832991,RU
386,Pingxiang,27.62,113.85,72.79,89,100,1.12,1599832991,CN
387,Casa Grande,32.88,-111.76,62.37,36,1,4.7,1599832970,US
388,Libenge,3.65,18.63,80.62,86,93,5.1,1599832992,CD
389,Labytnangi,66.66,66.42,55.22,73,100,7.78,1599832992,RU
390,Arua,3.02,30.91,73.63,81,70,5.44,1599832993,UG
391,Leonding,48.28,14.25,75.11,56,20,8.05,1599832993,AT
392,Acajutla,13.59,-89.83,73.65,94,100,2.24,1599832786,SV
393,Nha Trang,12.25,109.18,87.8,74,20,6.93,1599832993,VN
394,Kargopol',61.51,38.95,57.02,65,47,8.23,1599832993,RU
395,Colares,38.8,-9.45,83.39,39,0,9.17,1599832997,PT
396,Aksarka,66.56,67.8,54.36,73,54,8.68,1599832997,RU
397,Lao Cai,22.48,103.95,78.58,84,100,1.32,1599832998,VN
398,Malmedy,50.43,6.03,69.96,52,31,6.93,1599832998,BE
399,Rāvar,31.27,56.81,84.74,14,0,12.88,1599832998,IR
400,Livingston,55.9,-3.52,57.04,87,75,20.8,1599832764,GB
401,Pauini,-7.71,-66.98,89.98,47,100,4.25,1599832998,BR
402,Auki,-8.77,160.7,75.83,85,18,4.0,1599832999,SB
403,Khorixas,-20.37,14.97,94.23,8,0,11.63,1599832999,NA
404,Santa Marta,11.24,-74.2,84.2,74,20,3.36,1599832892,CO
405,Belfort,47.63,6.87,78.12,44,37,4.7,1599832999,FR
406,Rostock,54.09,12.14,68.9,48,40,6.93,1599832804,DE
407,Porto-Novo,6.5,2.6,84.2,74,40,17.22,1599832962,BJ
408,Kruisfontein,-34.0,24.73,62.01,87,89,8.99,1599833000,ZA
409,Santa Maria,-29.68,-53.81,76.28,73,20,4.85,1599833000,BR
410,Esim,4.87,-2.24,81.1,72,97,11.1,1599833000,GH
411,Nova Olímpia,-14.8,-57.29,92.57,19,100,7.76,1599833001,BR
412,Tagusao,9.19,117.81,81.79,77,92,3.2,1599833001,PH
413,Province of Groningen,53.25,6.75,65.55,63,40,10.29,1599833002,NL
414,Ponta Delgada,37.73,-25.67,71.6,83,75,6.93,1599832886,PT
415,Winterberg,51.2,8.53,68.52,42,0,4.7,1599833006,DE
416,Morondava,-20.28,44.28,78.98,71,93,10.83,1599833006,MG
417,Sisimiut,66.94,-53.67,39.04,71,15,2.8,1599833006,GL
418,Vestmannaeyjar,63.44,-20.27,48.2,93,90,11.41,1599833007,IS
419,Hobyo,5.35,48.53,81.99,68,50,29.71,1599833007,SO
420,Manacapuru,-3.3,-60.62,80.6,78,40,6.93,1599833007,BR
421,Adrar,20.5,-10.07,106.34,11,0,9.75,1599833007,MR
422,Alyangula,-13.85,136.42,69.8,88,0,4.7,1599833008,AU
423,Burriana,39.89,-0.09,82.08,49,0,3.0,1599833008,ES
424,Walvis Bay,-22.96,14.51,63.59,56,6,6.93,1599833008,NA
425,Petropavlovsk-Kamchatskiy,53.05,158.65,48.2,100,90,2.24,1599833008,RU
426,Flinders,-34.58,150.86,55.09,81,30,1.01,1599833009,AU
427,Ulladulla,-35.35,150.47,43.39,100,0,8.95,1599833011,AU
428,Zhengjiatun,43.51,123.51,61.05,91,95,10.8,1599833011,CN
429,Los Rastrojos,10.03,-69.24,75.2,100,52,8.05,1599833011,VE
430,Baiyin,36.56,104.21,65.16,59,0,4.47,1599833011,CN
431,Le Port,-20.94,55.29,68.11,73,75,19.46,1599833012,RE
432,Vanavara,60.34,102.28,47.68,78,96,1.3,1599833012,RU
433,Port Blair,11.67,92.75,82.81,77,100,7.78,1599833012,IN
434,Iracoubo,5.48,-53.2,85.5,63,0,8.81,1599833012,GF
435,San Patricio,19.22,-104.7,80.02,76,97,3.31,1599833013,MX
436,Ketchikan,55.34,-131.65,56.1,76,1,6.93,1599833013,US
437,Banjar,-8.19,114.97,78.8,100,40,9.17,1599833013,ID
438,Shache,38.42,77.24,73.31,27,96,6.04,1599833014,CN
439,Lexington,37.99,-84.48,70.83,100,90,9.17,1599832887,US
440,Maraã,-1.83,-65.37,86.76,59,95,3.31,1599833014,BR
441,Nantucket,41.28,-70.1,66.61,88,90,21.92,1599832803,US
442,Darasun,51.67,114.0,64.4,42,0,4.47,1599833014,RU
443,Conceição do Araguaia,-8.26,-49.26,100.08,18,78,5.75,1599833014,BR
444,Palmer,42.16,-72.33,65.05,82,75,11.41,1599833015,US
445,Kieta,-6.22,155.63,77.83,79,0,4.41,1599833015,PG
446,Paita,-5.09,-81.11,60.8,82,30,21.92,1599833015,PE
447,Bathsheba,13.22,-59.52,86.0,66,20,9.17,1599833015,BB
448,Yar-Sale,66.83,70.83,55.42,68,100,8.93,1599833019,RU
449,Khandyga,62.67,135.6,45.77,77,37,1.99,1599833019,RU
450,Puri,19.8,85.85,85.28,80,80,10.78,1599833019,IN
451,Campobello di Licata,37.26,13.92,78.71,48,3,11.41,1599833019,IT
452,Lithgow,-33.48,150.15,43.0,93,72,3.02,1599833020,AU
453,Husavik,66.04,-17.34,48.2,87,90,6.93,1599833020,IS
454,Cheney,47.49,-117.58,51.35,38,1,4.7,1599833009,US
455,Terra Rica,-22.71,-52.62,84.81,39,99,10.87,1599833020,BR
456,Oodweyne,9.41,45.06,88.09,31,99,16.71,1599833021,SO
457,eMkhomazi,-30.21,30.8,67.5,83,37,10.04,1599833021,ZA
458,Yazd,31.9,54.37,91.4,16,20,9.17,1599833021,IR
459,Preeceville,51.95,-102.67,56.41,50,0,9.4,1599833022,CA
460,Tacuarembó,-31.73,-55.98,59.99,90,95,4.59,1599832932,UY
461,Asău,46.43,26.4,70.0,63,36,3.94,1599833022,RO
462,Huejuquilla el Alto,22.6,-103.87,64.36,82,92,3.09,1599833022,MX
463,Amposta,40.71,0.58,80.65,45,0,3.0,1599833022,ES
464,Östersund,63.18,14.64,53.6,50,95,10.29,1599832856,SE
465,Coyhaique,-45.58,-72.07,41.0,75,90,4.7,1599833025,CL
466,Poya,-21.35,165.15,64.2,80,7,4.54,1599833026,NC
467,Gallup,35.53,-108.74,35.29,93,1,4.7,1599833026,US
468,Bowling Green,36.99,-86.44,75.47,88,1,5.82,1599832979,US
469,Grand Gaube,-20.01,57.66,73.0,74,11,10.0,1599833026,MU
470,Sobolevo,54.43,31.9,57.6,68,31,9.91,1599833026,RU
471,Alindao,5.03,21.21,83.26,73,58,3.13,1599833027,CF
472,Margate,51.38,1.39,68.0,60,64,3.0,1599833027,GB
473,Honiara,-9.43,159.95,75.2,100,20,3.36,1599833027,SB
474,Marystown,47.17,-55.15,64.0,100,100,9.98,1599833027,CA
475,Masvingo,-20.06,30.83,73.54,28,0,12.21,1599833028,ZW
476,Galway,53.27,-9.05,56.97,93,75,13.87,1599833028,IE
477,Vostok,46.49,135.88,45.72,98,0,3.15,1599833028,RU
478,Anloga,5.79,0.9,86.0,66,20,14.99,1599833028,GH
479,Orbetello,42.44,11.22,77.23,78,75,5.82,1599833028,IT
480,Wagar,16.15,36.2,97.05,31,6,5.73,1599833029,SD
481,Safaga,26.73,33.94,96.8,53,0,6.93,1599833029,EG
482,Santa Lucía,27.91,-15.54,77.36,61,20,29.97,1599833029,ES
483,Gacko,43.17,18.54,93.09,26,20,4.7,1599833029,BA
484,Araouane,18.9,-3.53,103.87,24,0,8.05,1599833030,ML
485,Provideniya,64.38,-173.3,43.72,80,96,3.36,1599833033,RU
486,Kudahuvadhoo,2.67,72.89,82.15,80,100,14.85,1599833033,MV
487,Caxito,-8.58,13.66,77.0,73,40,9.17,1599833033,AO
488,Xingcheng,40.62,120.72,63.97,89,32,12.24,1599833034,CN
489,Kousséri,12.08,15.03,87.8,58,40,6.93,1599833034,CM
490,Sungai Penuh,-2.08,101.38,66.52,95,95,1.3,1599833034,ID
491,Rāni,25.35,73.31,85.51,64,70,4.5,1599833034,IN
492,Talnakh,69.49,88.4,53.6,87,75,17.9,1599833035,RU
493,Brookings,44.31,-96.8,50.61,87,90,8.05,1599833035,US
494,Niterói,-22.88,-43.1,80.44,78,40,6.93,1599832925,BR
495,Shingū,33.73,135.98,74.35,90,14,4.34,1599833035,JP
496,Hambantota,6.12,81.12,82.4,88,40,8.05,1599833035,LK
497,Slave Lake,55.28,-114.77,57.2,82,90,9.17,1599832782,CA
498,Oranjestad,12.52,-70.03,86.0,70,40,13.87,1599833036,AW
499,Tegul'det,57.31,88.17,46.22,90,3,1.72,1599833036,RU
500,Chapais,49.78,-74.85,46.4,93,90,9.17,1599833036,CA
501,Srandakan,-7.94,110.25,75.4,87,72,6.11,1599833036,ID
502,Dongsheng,39.82,109.98,62.24,43,14,7.9,1599833037,CN
503,Sergeevka,53.88,67.42,58.96,46,42,8.46,1599833040,KZ
504,Caravelas,-17.71,-39.25,80.73,55,9,8.75,1599833040,BR
505,Yarmouth,41.71,-70.23,66.36,82,90,13.87,1599833041,US
506,Bonthe,7.53,-12.51,77.92,86,100,14.32,1599833042,SL
507,Florida,28.75,-82.5,81.05,100,90,5.82,1599833042,US
508,Jining,35.41,116.58,66.34,77,47,6.29,1599833043,CN
509,Hillsboro,45.52,-122.99,52.16,93,90,1.32,1599832855,US
510,Northfield,44.46,-93.16,48.42,93,90,3.36,1599833043,US
511,Biak,-0.91,122.88,76.84,84,77,7.31,1599833047,ID
512,Kouango,4.99,19.96,81.55,84,57,2.86,1599833047,CF
513,Dvinskoy Bereznik,62.86,42.71,49.6,87,100,10.78,1599833047,RU
514,Birjand,32.87,59.22,80.6,11,0,13.87,1599833048,IR
515,Priiskovyy,51.93,116.63,54.63,70,0,4.88,1599833048,RU
516,Cabo San Lucas,22.89,-109.91,76.64,87,94,1.99,1599833030,MX
517,Sahāranpur,29.97,77.55,83.68,54,0,3.56,1599832986,IN
518,Shar,49.59,81.05,55.78,51,0,9.55,1599833048,KZ
519,Avera,33.19,-82.53,78.71,74,1,5.82,1599833049,US
520,Revelstoke,50.98,-118.2,46.4,93,1,1.34,1599832840,CA
521,Kyren,51.68,102.14,41.72,83,100,1.28,1599833049,RU
522,Benito Juarez,19.39,-99.17,59.0,82,90,5.82,1599833049,MX
523,Ballyhaunis,53.77,-8.77,57.2,76,75,20.8,1599833050,IE
524,Champerico,14.3,-91.92,70.48,94,75,3.38,1599833050,GT
525,Pangnirtung,66.15,-65.71,35.6,69,75,2.19,1599833050,CA
526,Bonavista,48.65,-53.11,54.16,92,100,16.73,1599833051,CA
527,Kuytun,54.34,101.5,42.35,94,100,4.79,1599833054,RU
528,Adolfo López Mateos,28.47,-107.3,57.99,95,71,7.2,1599833054,MX
529,Carson City,39.16,-119.77,40.86,74,90,5.82,1599833003,US
530,Kaputa,-8.47,29.66,87.85,25,20,3.31,1599833055,ZM
531,Hamina,60.57,27.2,56.68,58,20,10.29,1599833055,FI
532,Waddān,29.16,16.14,98.24,17,0,5.68,1599833055,LY
533,Daru,-9.08,143.21,76.32,84,66,15.7,1599833056,PG
534,Amlapura,-8.45,115.62,78.8,100,40,9.17,1599833056,ID
535,Kaeo,-35.1,173.78,46.0,3,0,4.0,1599833056,NZ
536,Prado,-17.34,-39.22,78.78,61,0,8.84,1599833056,BR
537,Merrill,45.18,-89.68,34.79,100,90,3.8,1599833057,US
538,Kasese,0.18,30.08,81.07,48,50,3.33,1599833057,UG
539,Katumba,-9.23,33.62,70.43,51,39,9.86,1599833057,TZ
540,Gonaïves,19.45,-72.68,84.52,67,0,1.61,1599833057,HT
541,Ardakān,32.31,54.02,91.4,16,20,9.17,1599833061,IR
542,Ulaangom,49.98,92.07,46.27,53,41,3.74,1599833061,MN
543,Gīdam,18.98,81.4,78.35,87,76,1.7,1599833061,IN
544,Santa Rosalía,27.32,-112.28,80.15,52,0,4.07,1599833062,MX
545,Kiruna,67.86,20.23,48.2,61,100,12.75,1599833062,SE
546,Leh,34.17,77.58,60.73,23,0,4.85,1599833062,IN
547,San Miguel de Cozumel,20.51,-86.95,81.34,88,75,3.36,1599833062,MX
548,Koungou,-12.73,45.2,80.6,65,20,8.05,1599833062,YT
549,Pottsville,40.69,-76.2,70.59,77,20,3.0,1599833063,US
550,Jega,12.22,4.38,90.99,51,99,8.99,1599833063,NG
551,Springfield,37.22,-93.3,63.21,100,90,3.36,1599832790,US
552,Nísia Floresta,-6.09,-35.21,82.4,61,75,19.46,1599833063,BR
553,Armidale,-30.52,151.65,37.0,83,9,5.86,1599833063,AU
554,Yulara,-25.24,130.99,80.6,19,0,5.82,1599833064,AU
555,Novyy Urgal,51.07,132.56,45.77,87,0,0.67,1599833064,RU
556,Liverpool,53.41,-2.98,62.92,63,20,14.99,1599832771,GB
557,Olafsvik,64.89,-23.71,46.85,83,100,36.22,1599833064,IS
558,San Policarpo,12.18,125.51,81.66,74,71,2.39,1599833064,PH
559,Whitehorse,60.72,-135.05,38.86,80,90,8.05,1599832846,CA
560,Vardø,70.37,31.11,53.6,66,40,4.7,1599833012,NO
561,Craig,40.52,-107.55,38.52,86,90,1.99,1599833068,US
562,Carutapera,-1.2,-46.02,85.24,64,99,10.25,1599833068,BR
563,Jiménez,28.33,-105.4,65.82,60,100,5.53,1599833068,MX
564,Skellefteå,64.75,20.95,59.0,41,14,10.29,1599833069,SE
565,Kasongo-Lunda,-6.47,16.82,92.17,29,99,1.86,1599833069,CD
566,San Francisco,37.77,-122.42,56.1,87,90,2.01,1599832832,US
567,Koulamoutou,-1.13,12.47,84.45,68,96,1.39,1599833069,GA
568,Moose Factory,51.26,-80.61,50.0,81,90,9.17,1599833070,CA
569,Yatou,37.15,122.38,65.93,92,100,7.78,1599833070,CN
570,Melfi,41.0,15.65,87.49,37,0,13.87,1599833070,IT
